respondent_id,xyz_vaccine,seasonal_vaccine
33217,0.106995848,0.808156042
33218,0.053428074,0.886973467
33219,0.105189873,0.038682606
33220,0.050781412,0.248078665
33221,0.774789279,0.947835557
33222,0.605378021,0.634485815
33223,0.302225941,0.525385016
33224,0.280150857,0.775844456
33225,0.623989938,0.595143398
33226,0.066981638,0.147677794
33227,0.02265226,0.077197708
33228,0.565764067,0.485944061
33229,0.078055524,0.749194541
33230,0.01645358,0.057570415
33231,0.043326745,0.134838358
33232,0.029123401,0.085404147
33233,0.245200559,0.225112633
33234,0.821085523,0.485722726
33235,0.147144899,0.569449883
33236,0.114639838,0.352975384
33237,0.07042014,0.079503695
33238,0.036452389,0.077254051
33239,0.139057694,0.463873134
33240,0.564974655,0.709498989
33241,0.445273413,0.503447583
33242,0.108482334,0.622197667
33243,0.682240594,0.920779892
33244,0.599756016,0.928097035
33245,0.268622094,0.219573306
33246,0.891393065,0.983595733
33247,0.031715098,0.017429415
33248,0.410470276,0.869728682
33249,0.006892623,0.03799262
33250,0.196951965,0.511787451
33251,0.048304573,0.082660758
33252,0.695132789,0.902695767
33253,0.791033309,0.930923802
33254,0.014819435,0.83612868
33255,0.066940058,0.76497525
33256,0.088523035,0.093024808
33257,0.012516109,0.028996183
33258,0.101156871,0.233261953
33259,0.224496099,0.692427781
33260,0.462961871,0.27331313
33261,0.340278238,0.676361323
33262,0.652557594,0.926889054
33263,0.033540042,0.071540592
33264,0.100967899,0.975364528
33265,0.301868829,0.883425549
33266,0.010782542,0.030572178
33267,0.138555423,0.472651723
33268,0.432401012,0.719706529
33269,0.073991741,0.906558947
33270,0.107376385,0.325899534
33271,0.271111555,0.517397604
33272,0.330868049,0.962608724
33273,0.298646504,0.802945388
33274,0.007877557,0.057263936
33275,0.682627408,0.939297464
33276,0.353557419,0.778530868
33277,0.027252035,0.197192324
33278,0.04953886,0.08091413
33279,0.310367983,0.336939713
33280,0.418427648,0.937268259
33281,0.02356681,0.057778009
33282,0.211929761,0.844314312
33283,0.126248257,0.813117401
33284,0.040964281,0.189290175
33285,0.423997949,0.659600755
33286,0.078240223,0.602546716
33287,0.351854211,0.884915851
33288,0.065753041,0.19668221
33289,0.19033108,0.117195127
33290,0.450665832,0.737960875
33291,0.029248139,0.124104403
33292,0.110776876,0.248752444
33293,0.088000637,0.259308213
33294,0.119184862,0.205529672
33295,0.196141002,0.201362855
33296,0.200442772,0.840129731
33297,0.111347002,0.232844753
33298,0.049815198,0.024714408
33299,0.235888166,0.405742887
33300,0.280001883,0.824798776
33301,0.099618151,0.8485318
33302,0.078213306,0.566957466
33303,0.56593988,0.840649653
33304,0.121713458,0.549022073
33305,0.249139687,0.212882785
33306,0.008013399,0.010300319
33307,0.136703802,0.063067477
33308,0.009930818,0.374892003
33309,0.114428758,0.436935837
33310,0.03646991,0.031964229
33311,0.12941218,0.436894612
33312,0.008914205,0.061092685
33313,0.099825726,0.462583799
33314,0.098498565,0.309120336
33315,0.070340309,0.197351002
33316,0.038374149,0.140641945
33317,0.017021849,0.386519945
33318,0.191298269,0.807748379
33319,0.107220479,0.365968867
33320,0.086198122,0.207949251
33321,0.041954477,0.175184492
33322,0.124453522,0.174104504
33323,0.069057225,0.208533517
33324,0.089244087,0.237947453
33325,0.167344281,0.140519482
33326,0.192277521,0.226455658
33327,0.08176809,0.048918076
33328,0.273487386,0.461313641
33329,0.116400539,0.25589503
33330,0.192303174,0.880189509
33331,0.132066612,0.640392467
33332,0.224776724,0.18958091
33333,0.029771229,0.046778469
33334,0.090352537,0.318165779
33335,0.495044165,0.652607652
33336,0.113648646,0.668119784
33337,0.210677898,0.682852435
33338,0.026047415,0.123102014
33339,0.029731259,0.084156082
33340,0.056875178,0.078136119
33341,0.078603705,0.251438895
33342,0.737737015,0.729082465
33343,0.198179693,0.927451295
33344,0.288439696,0.495195686
33345,0.103077503,0.215540893
33346,0.054175487,0.735347066
33347,0.760231054,0.716337315
33348,0.162295475,0.396448819
33349,0.163895235,0.416503735
33350,0.078996797,0.328198011
33351,0.210766317,0.543214991
33352,0.093805018,0.229113772
33353,0.078007055,0.2271184
33354,0.543230836,0.813120915
33355,0.611109775,0.902454903
33356,0.082235349,0.22627608
33357,0.854016792,0.916385468
33358,0.534264116,0.835877811
33359,0.178546099,0.919109409
33360,0.013837129,0.007538007
33361,0.48161591,0.316408567
33362,0.017872397,0.024580312
33363,0.053908605,0.872378485
33364,0.095406327,0.480748581
33365,0.617057413,0.748740766
33366,0.093805366,0.713785211
33367,0.245723697,0.729795561
33368,0.179721028,0.461452294
33369,0.117030438,0.779410001
33370,0.116704733,0.528004954
33371,0.785369568,0.803734329
33372,0.101242837,0.761198789
33373,0.127232376,0.395488362
33374,0.026118317,0.05965714
33375,0.034429393,0.130016778
33376,0.061380865,0.293747959
33377,0.220376677,0.774614592
33378,0.132897715,0.419346862
33379,0.263216315,0.685997938
33380,0.381222007,0.656731968
33381,0.255205891,0.537979624
33382,0.316865416,0.404820408
33383,0.038395681,0.249940031
33384,0.04430612,0.647621087
33385,0.212081396,0.49190091
33386,0.072741006,0.126777369
33387,0.011655059,0.032834014
33388,0.11104079,0.445485016
33389,0.123973933,0.590166628
33390,0.106493145,0.936113468
33391,0.230089165,0.424865055
33392,0.543148842,0.897433509
33393,0.167161989,0.416381875
33394,0.10509912,0.431177881
33395,0.21911423,0.315105166
33396,0.136207001,0.104278538
33397,0.016569895,0.041558789
33398,0.497490671,0.059344034
33399,0.135411269,0.38931663
33400,0.227275104,0.699078017
33401,0.00890675,0.066633355
33402,0.789116833,0.842972329
33403,0.057268408,0.120894234
33404,0.015221749,0.033995168
33405,0.225085113,0.421991477
33406,0.315044515,0.71549302
33407,0.868061953,0.828672077
33408,0.019333261,0.04543725
33409,0.097752777,0.354945114
33410,0.014135769,0.125654718
33411,0.054261975,0.143010557
33412,0.572352646,0.799518345
33413,0.124568547,0.677601782
33414,0.196824537,0.73249771
33415,0.352605667,0.626766756
33416,0.06351364,0.197563311
33417,0.429529812,0.477664978
33418,0.023834907,0.091742422
33419,0.761926058,0.957298636
33420,0.323554358,0.300482001
33421,0.113103652,0.909719832
33422,0.165853788,0.961671729
33423,0.071836259,0.134565246
33424,0.053400472,0.127263728
33425,0.036084343,0.116848185
33426,0.071640863,0.262231436
33427,0.044773308,0.734427566
33428,0.019492706,0.066089517
33429,0.130827371,0.772557936
33430,0.357890199,0.460883044
33431,0.481673899,0.888684026
33432,0.164014426,0.541762456
33433,0.920866767,0.973523334
33434,0.085575841,0.850975698
33435,0.623068408,0.773178707
33436,0.119271701,0.534907314
33437,0.124444414,0.567232727
33438,0.025804614,0.322973724
33439,0.062951931,0.029778207
33440,0.077134976,0.611612208
33441,0.218648206,0.615827774
33442,0.178965546,0.741615178
33443,0.07631182,0.111755581
33444,0.076159206,0.598870718
33445,0.079443999,0.273811626
33446,0.75152424,0.820018462
33447,0.259639842,0.856543171
33448,0.179261945,0.97396232
33449,0.050455953,0.170383404
33450,0.059795283,0.27265223
33451,0.092131324,0.374420342
33452,0.079654522,0.8147039
33453,0.239895299,0.444974904
33454,0.687680165,0.955588281
33455,0.164233498,0.96752904
33456,0.171813225,0.441502633
33457,0.119128359,0.704421065
33458,0.434831511,0.620895529
33459,0.092431836,0.406553739
33460,0.076266407,0.258920004
33461,0.224689862,0.862596384
33462,0.524693448,0.719426411
33463,0.008313401,0.092078672
33464,0.05120581,0.499500346
33465,0.202387859,0.632689998
33466,0.349196637,0.452729344
33467,0.733767721,0.900715428
33468,0.253226653,0.561229901
33469,0.162384342,0.940933127
33470,0.088793964,0.171307524
33471,0.023323655,0.11387031
33472,0.668161136,0.892287313
33473,0.328950267,0.765011296
33474,0.089635431,0.242080475
33475,0.015910969,0.23961723
33476,0.054000502,0.129271434
33477,0.592893542,0.173256904
33478,0.200844677,0.791796641
33479,0.404748472,0.55799636
33480,0.00963002,0.059554135
33481,0.334990781,0.978299709
33482,0.061476453,0.128216096
33483,0.007871776,0.036421469
33484,0.034904161,0.120880498
33485,0.07309807,0.167440994
33486,0.309455862,0.554124949
33487,0.052896715,0.244451333
33488,0.538130952,0.86579272
33489,0.044135866,0.449259909
33490,0.313696578,0.780501429
33491,0.008347303,0.68064059
33492,0.06936499,0.3765839
33493,0.231879312,0.728760157
33494,0.94899352,0.964969745
33495,0.143993172,0.391632921
33496,0.139906921,0.769983269
33497,0.154971173,0.492559365
33498,0.084972833,0.203735882
33499,0.111921205,0.807563816
33500,0.153324362,0.383232694
33501,0.048289926,0.106129806
33502,0.018602411,0.126559712
33503,0.23470668,0.187602536
33504,0.016628975,0.033826911
33505,0.187356755,0.236028597
33506,0.188056034,0.081436267
33507,0.158037505,0.448196741
33508,0.191698208,0.600164277
33509,0.28040935,0.31692798
33510,0.611440079,0.637389941
33511,0.517820368,0.787858265
33512,0.193378547,0.878806295
33513,0.017933402,0.660844013
33514,0.180810288,0.837702949
33515,0.207211145,0.722416168
33516,0.00966585,0.102476579
33517,0.217132367,0.86134729
33518,0.046517854,0.582511776
33519,0.174791378,0.220991114
33520,0.057886531,0.477902707
33521,0.117532596,0.079891242
33522,0.023512769,0.080704457
33523,0.060340136,0.035505185
33524,0.106463265,0.255708273
33525,0.087055066,0.253096206
33526,0.343076782,0.6170822
33527,0.747007917,0.946045395
33528,0.071797754,0.660810113
33529,0.553497882,0.862363679
33530,0.030296691,0.091951553
33531,0.161153804,0.213515721
33532,0.030698317,0.140778291
33533,0.010417394,0.019991294
33534,0.008599699,0.018771682
33535,0.1309072,0.282280504
33536,0.186647676,0.683650152
33537,0.278863243,0.681280853
33538,0.074770985,0.014917536
33539,0.109685747,0.152360252
33540,0.046266108,0.193557725
33541,0.150153932,0.248948481
33542,0.08523746,0.178148136
33543,0.058240674,0.079957518
33544,0.062107626,0.103184408
33545,0.15852022,0.618438495
33546,0.169642842,0.938749413
33547,0.07713518,0.422768231
33548,0.093181168,0.308869792
33549,0.045549036,0.092890989
33550,0.044480171,0.660791783
33551,0.040932599,0.607113361
33552,0.308597864,0.839336207
33553,0.05846823,0.07894308
33554,0.047603066,0.574765879
33555,0.382461198,0.774053675
33556,0.052273993,0.800103456
33557,0.279232979,0.781117912
33558,0.063790669,0.215475853
33559,0.068100354,0.552552567
33560,0.075424957,0.494511148
33561,0.106287946,0.37249875
33562,0.258316719,0.672647529
33563,0.012678597,0.465692391
33564,0.20121516,0.744273461
33565,0.094905262,0.280218242
33566,0.270207267,0.5988984
33567,0.087145799,0.24072191
33568,0.193384086,0.086939236
33569,0.071730667,0.295411566
33570,0.40899199,0.888026911
33571,0.303208489,0.502198831
33572,0.081564976,0.510375498
33573,0.041687402,0.030088364
33574,0.250564477,0.17622565
33575,0.144736823,0.231613326
33576,0.48537177,0.870498458
33577,0.256218022,0.243621785
33578,0.124371724,0.103585005
33579,0.098723435,0.423174189
33580,0.03086433,0.464155905
33581,0.1673601,0.772652183
33582,0.36985753,0.753536321
33583,0.397450663,0.462675228
33584,0.748924109,0.678773396
33585,0.644421768,0.704224266
33586,0.023608008,0.031861354
33587,0.11115837,0.42987618
33588,0.013600009,0.016124365
33589,0.036008483,0.083157226
33590,0.041894288,0.242282599
33591,0.197799123,0.278451798
33592,0.011897496,0.0732117
33593,0.312417446,0.117322493
33594,0.223476989,0.400416273
33595,0.121736932,0.807124546
33596,0.038565514,0.734360746
33597,0.558967582,0.828690327
33598,0.663316604,0.857865491
33599,0.032407527,0.677018745
33600,0.073827396,0.12094469
33601,0.74092713,0.451790862
33602,0.361537618,0.489659908
33603,0.066910654,0.67114547
33604,0.422089554,0.855244303
33605,0.125119051,0.144104348
33606,0.50140342,0.817239209
33607,0.743839396,0.933062692
33608,0.029690289,0.237656787
33609,0.152973572,0.540466132
33610,0.143580838,0.836510979
33611,0.465574346,0.083514444
33612,0.225430115,0.638401223
33613,0.524573285,0.529001484
33614,0.603184489,0.305238859
33615,0.015401179,0.334797951
33616,0.349514289,0.716145237
33617,0.05533795,0.075360384
33618,0.090493383,0.834481544
33619,0.131921864,0.578202101
33620,0.016037642,0.019682203
33621,0.177914881,0.808491462
33622,0.591977077,0.87843725
33623,0.063634339,0.486398047
33624,0.027334623,0.058737067
33625,0.056076638,0.234560468
33626,0.342118661,0.467978048
33627,0.118348909,0.53741631
33628,0.115327409,0.940359595
33629,0.194175966,0.248104147
33630,0.066820833,0.786299952
33631,0.066160024,0.419163811
33632,0.073370158,0.251454424
33633,0.050453303,0.083136753
33634,0.156539532,0.205235878
33635,0.379159607,0.630070454
33636,0.127081482,0.854547291
33637,0.430788485,0.803189091
33638,0.022657117,0.283030495
33639,0.14060515,0.909939827
33640,0.514444272,0.770666055
33641,0.306795842,0.132360824
33642,0.130091025,0.185940435
33643,0.113948084,0.300594913
33644,0.51970468,0.828166052
33645,0.381469422,0.954767582
33646,0.017385879,0.049037352
33647,0.688941245,0.327391907
33648,0.588131961,0.892282667
33649,0.124100982,0.204607594
33650,0.524221629,0.187286573
33651,0.236912665,0.763707621
33652,0.011062761,0.021647706
33653,0.078258668,0.132684647
33654,0.131963328,0.654400666
33655,0.035508715,0.041116094
33656,0.035668966,0.07087356
33657,0.106308445,0.222131808
33658,0.831307052,0.957975695
33659,0.144243773,0.196993527
33660,0.295547182,0.762642523
33661,0.224732094,0.812760442
33662,0.75301547,0.930223494
33663,0.122992316,0.270440992
33664,0.084548398,0.249410418
33665,0.248544108,0.839024962
33666,0.07221911,0.339983569
33667,0.045776908,0.624532293
33668,0.639672637,0.835509375
33669,0.20860293,0.555808583
33670,0.134146401,0.642040668
33671,0.120444535,0.928259364
33672,0.505319725,0.783643344
33673,0.077472361,0.047039023
33674,0.020699738,0.434334666
33675,0.084591681,0.90423866
33676,0.33916592,0.300051562
33677,0.103746075,0.22099908
33678,0.035290677,0.227843778
33679,0.020954564,0.17403856
33680,0.176709709,0.963447904
33681,0.162735892,0.799819085
33682,0.031890672,0.080445285
33683,0.025637389,0.063950365
33684,0.471187569,0.915883537
33685,0.110227796,0.407151915
33686,0.038789678,0.140161112
33687,0.412956974,0.770265687
33688,0.125910985,0.517702938
33689,0.197704624,0.537986481
33690,0.352278209,0.339111816
33691,0.017389662,0.049208851
33692,0.060268779,0.179140237
33693,0.244263608,0.570810635
33694,0.339992971,0.808195176
33695,0.10223396,0.312658818
33696,0.420596883,0.649123333
33697,0.2295584,0.641729048
33698,0.316631456,0.714026917
33699,0.437656743,0.664839077
33700,0.211818175,0.361560411
33701,0.009780823,0.09975642
33702,0.142772302,0.964645482
33703,0.22603258,0.31237558
33704,0.024483035,0.304824371
33705,0.121059107,0.302771426
33706,0.18654035,0.816519729
33707,0.078363009,0.231812333
33708,0.099039427,0.152687041
33709,0.077369682,0.13907065
33710,0.243754838,0.472039777
33711,0.250423662,0.668638878
33712,0.11522446,0.448721914
33713,0.05758198,0.34345735
33714,0.305932149,0.376171212
33715,0.174327413,0.956672664
33716,0.6767615,0.674109049
33717,0.157173032,0.384917682
33718,0.028955939,0.098813264
33719,0.084884056,0.338325098
33720,0.027129203,0.04676981
33721,0.160969273,0.1500484
33722,0.079702253,0.632533194
33723,0.846634805,0.926780008
33724,0.072016487,0.946681192
33725,0.127396294,0.773418492
33726,0.076693589,0.06064383
33727,0.218707979,0.175243443
33728,0.145771264,0.902556934
33729,0.272583621,0.159447927
33730,0.039776343,0.066534942
33731,0.039927817,0.406389509
33732,0.154744037,0.438580741
33733,0.047426222,0.188163465
33734,0.644287776,0.772748487
33735,0.018506128,0.114682464
33736,0.092623225,0.188535099
33737,0.18046334,0.794369167
33738,0.692518022,0.639782607
33739,0.055037751,0.117838887
33740,0.14029925,0.927101506
33741,0.41065932,0.260995238
33742,0.125703619,0.415445114
33743,0.115261654,0.942795206
33744,0.386681708,0.076707792
33745,0.15017598,0.462336223
33746,0.162309023,0.818574838
33747,0.145232295,0.205719002
33748,0.119758804,0.969651516
33749,0.938941311,0.977237691
33750,0.400628688,0.464487489
33751,0.671005389,0.714209549
33752,0.45410018,0.634621455
33753,0.032134993,0.469952179
33754,0.566235952,0.862987606
33755,0.266864318,0.278791403
33756,0.17528947,0.388906724
33757,0.221954255,0.379103972
33758,0.695648293,0.94225614
33759,0.059903201,0.235318353
33760,0.051864025,0.324520723
33761,0.139809476,0.203916421
33762,0.227864671,0.242050683
33763,0.533054664,0.770158302
33764,0.218806772,0.201347707
33765,0.183061867,0.75998391
33766,0.005763351,0.137700918
33767,0.097358179,0.448291048
33768,0.724195076,0.124891746
33769,0.102597632,0.344186818
33770,0.366716265,0.181237972
33771,0.242210706,0.178668941
33772,0.080557957,0.044054471
33773,0.10689906,0.742986204
33774,0.077355186,0.160513522
33775,0.03940075,0.205188184
33776,0.48324571,0.620655489
33777,0.103323148,0.206600788
33778,0.06534124,0.409641395
33779,0.070426542,0.865901472
33780,0.024800816,0.253183818
33781,0.025647764,0.039740089
33782,0.019967013,0.082144751
33783,0.07385552,0.559759671
33784,0.066747053,0.192338185
33785,0.110678529,0.355089558
33786,0.176378877,0.464271044
33787,0.047112181,0.375168462
33788,0.143350937,0.659254746
33789,0.062879423,0.342762233
33790,0.066432442,0.055529837
33791,0.037169512,0.145893872
33792,0.006198009,0.023069173
33793,0.381402584,0.635549947
33794,0.050272363,0.064840257
33795,0.723443458,0.931519647
33796,0.493530171,0.504403733
33797,0.254748481,0.66799403
33798,0.047138459,0.830222654
33799,0.243342632,0.830737138
33800,0.184690085,0.367077944
33801,0.072800968,0.779457144
33802,0.148278746,0.156556
33803,0.271527123,0.812419367
33804,0.058503582,0.180989868
33805,0.797500195,0.904279053
33806,0.013966394,0.051086491
33807,0.182309152,0.849618352
33808,0.101966523,0.272764803
33809,0.038871277,0.039364235
33810,0.687741008,0.832941758
33811,0.092050829,0.129693221
33812,0.009407346,0.040566257
33813,0.417930035,0.234946382
33814,0.070597716,0.154210422
33815,0.225293313,0.925107446
33816,0.140998873,0.645675713
33817,0.148359934,0.159201084
33818,0.778048973,0.877396133
33819,0.878650037,0.892371036
33820,0.028419154,0.135590761
33821,0.49239232,0.96291474
33822,0.190522585,0.691861281
33823,0.045628175,0.066321718
33824,0.128582249,0.277560353
33825,0.222933094,0.631566863
33826,0.135529286,0.424924346
33827,0.118249393,0.185071515
33828,0.567157386,0.438638873
33829,0.611455813,0.660310745
33830,0.249132096,0.610038565
33831,0.492731368,0.883837371
33832,0.672669083,0.809218086
33833,0.054726163,0.553037231
33834,0.00600425,0.029879721
33835,0.037489288,0.056405197
33836,0.007248361,0.038706666
33837,0.072083596,0.393820776
33838,0.028078501,0.299599003
33839,0.110658395,0.061237627
33840,0.062350602,0.085526262
33841,0.744826167,0.840222105
33842,0.078527763,0.085213593
33843,0.072900418,0.147034819
33844,0.122705072,0.238484097
33845,0.467191666,0.80811863
33846,0.038036462,0.159675031
33847,0.226381681,0.515718323
33848,0.031404818,0.339111216
33849,0.188698121,0.081910922
33850,0.036403115,0.06527646
33851,0.039391371,0.508617295
33852,0.867530696,0.965816054
33853,0.060994029,0.873522124
33854,0.004196078,0.011336533
33855,0.530941725,0.938444022
33856,0.015371371,0.167830067
33857,0.041030738,0.852687493
33858,0.148057542,0.559502294
33859,0.133314224,0.471802827
33860,0.075362706,0.054197141
33861,0.325360676,0.243831556
33862,0.052981567,0.760118466
33863,0.038916107,0.16625061
33864,0.200158599,0.976319001
33865,0.028301558,0.09537382
33866,0.459463498,0.499259831
33867,0.290769352,0.176881108
33868,0.058119077,0.3976939
33869,0.017954998,0.020333474
33870,0.083180559,0.305043879
33871,0.086986235,0.897965666
33872,0.247248404,0.710943983
33873,0.019817576,0.082065859
33874,0.141809693,0.222802561
33875,0.839597744,0.937442594
33876,0.024571159,0.023569506
33877,0.606977235,0.820598023
33878,0.230348841,0.574607189
33879,0.065261414,0.180183153
33880,0.034812084,0.089348831
33881,0.009867542,0.237081855
33882,0.11486019,0.374321381
33883,0.139316208,0.232322636
33884,0.139250733,0.2299987
33885,0.138201374,0.788955626
33886,0.110463257,0.317892642
33887,0.108737554,0.205230925
33888,0.165852916,0.443290261
33889,0.197554432,0.650811149
33890,0.14655252,0.395397229
33891,0.197623558,0.980729582
33892,0.550816548,0.929745004
33893,0.067941049,0.209229975
33894,0.807240627,0.961232784
33895,0.169250042,0.144428434
33896,0.210150444,0.897580151
33897,0.061092631,0.164721552
33898,0.080303079,0.422228259
33899,0.110532336,0.192120687
33900,0.05263157,0.127033676
33901,0.0444304,0.140916485
33902,0.117284324,0.705905416
33903,0.085889185,0.031882655
33904,0.14032017,0.938394572
33905,0.057385577,0.173691884
33906,0.504093026,0.446749853
33907,0.087680397,0.719006386
33908,0.030089523,0.122878272
33909,0.058088771,0.953211242
33910,0.613561859,0.62252103
33911,0.255295575,0.550749324
33912,0.079037636,0.0533725
33913,0.502382137,0.882476201
33914,0.063390084,0.319332304
33915,0.817605983,0.957099753
33916,0.624556371,0.750551356
33917,0.012931512,0.124801594
33918,0.125527048,0.185656463
33919,0.059225061,0.111717143
33920,0.801611405,0.793898895
33921,0.127024927,0.440032659
33922,0.2603526,0.669184807
33923,0.347982014,0.706292964
33924,0.074546904,0.494900865
33925,0.068921656,0.175683085
33926,0.035092288,0.804002041
33927,0.538159815,0.726869455
33928,0.036909858,0.063517902
33929,0.042492557,0.036126299
33930,0.491666034,0.805801706
33931,0.037722434,0.745710179
33932,0.303467172,0.050124279
33933,0.642574883,0.788115449
33934,0.325942299,0.942333997
33935,0.085178046,0.507913715
33936,0.134988392,0.839625145
33937,0.150879733,0.417858906
33938,0.744514496,0.942902924
33939,0.814383287,0.913865848
33940,0.052234913,0.029318729
33941,0.055194074,0.110983336
33942,0.072884305,0.171923798
33943,0.229882548,0.681942796
33944,0.044465721,0.06253089
33945,0.139085526,0.85941677
33946,0.03680744,0.890392645
33947,0.195410338,0.501934899
33948,0.072597234,0.249547196
33949,0.75951502,0.890315691
33950,0.03432123,0.096180636
33951,0.144859341,0.781504162
33952,0.015207865,0.058967785
33953,0.050054036,0.356292164
33954,0.835460207,0.937676529
33955,0.729515402,0.83401473
33956,0.021984073,0.121080645
33957,0.109889,0.432594707
33958,0.051679295,0.060464012
33959,0.293953617,0.662664564
33960,0.083804375,0.096028851
33961,0.019120525,0.044885568
33962,0.310269621,0.947706516
33963,0.006830119,0.04690427
33964,0.010265628,0.402006364
33965,0.746234934,0.928606933
33966,0.51019052,0.658425719
33967,0.146402131,0.364427227
33968,0.389008008,0.570062731
33969,0.279049233,0.672685326
33970,0.198431957,0.612153182
33971,0.146732759,0.486982386
33972,0.230148979,0.742190726
33973,0.089022981,0.129020502
33974,0.009266926,0.048738521
33975,0.059731383,0.130774443
33976,0.218530056,0.2305192
33977,0.165425694,0.253558312
33978,0.091623339,0.305505653
33979,0.086306001,0.216348617
33980,0.036176236,0.0536384
33981,0.364614671,0.772248939
33982,0.128818151,0.506664317
33983,0.805042363,0.67166649
33984,0.101802038,0.2121185
33985,0.052089105,0.061414276
33986,0.073806764,0.255747991
33987,0.064995862,0.365768158
33988,0.404740991,0.639456503
33989,0.069903369,0.158493944
33990,0.090766245,0.955846021
33991,0.008499672,0.009961267
33992,0.063473382,0.210575879
33993,0.032965416,0.053498264
33994,0.07277719,0.150465362
33995,0.464391001,0.420839925
33996,0.271893588,0.774277147
33997,0.140939485,0.895578569
33998,0.165705288,0.279921349
33999,0.382020306,0.613457886
34000,0.151551024,0.878898772
34001,0.546909268,0.577525887
34002,0.054377929,0.922717588
34003,0.084384509,0.238217362
34004,0.856152804,0.955860107
34005,0.097021497,0.212548435
34006,0.053398293,0.189072395
34007,0.257027118,0.331498858
34008,0.290926661,0.847144014
34009,0.069287439,0.338287762
34010,0.108530898,0.221650475
34011,0.690726155,0.933414369
34012,0.354343221,0.565007465
34013,0.028899396,0.06893332
34014,0.484354907,0.897755854
34015,0.028760376,0.080821883
34016,0.113162995,0.251800389
34017,0.014255683,0.626073725
34018,0.480919123,0.297880454
34019,0.402350275,0.63414057
34020,0.056306289,0.598690734
34021,0.171678177,0.388237444
34022,0.405765475,0.896358862
34023,0.364299209,0.788342155
34024,0.014155596,0.031688017
34025,0.023445622,0.373644109
34026,0.039578123,0.682839553
34027,0.131016604,0.268132271
34028,0.214974658,0.473170251
34029,0.143479242,0.888607555
34030,0.116907746,0.470446724
34031,0.029460498,0.644168917
34032,0.535979084,0.802040996
34033,0.761641895,0.877426928
34034,0.05883646,0.158466094
34035,0.349594603,0.936924582
34036,0.396709615,0.731372361
34037,0.224817618,0.717365156
34038,0.014075771,0.056759252
34039,0.233735018,0.824194243
34040,0.173822084,0.296268272
34041,0.206243729,0.718340392
34042,0.765591336,0.985403996
34043,0.572540701,0.836206097
34044,0.020886989,0.177566718
34045,0.011936233,0.078623946
34046,0.024669161,0.126082913
34047,0.325853559,0.856936078
34048,0.189536239,0.654419692
34049,0.009039141,0.094910961
34050,0.182004791,0.366867633
34051,0.096638865,0.117413739
34052,0.095641423,0.263747641
34053,0.104345323,0.357164736
34054,0.443552555,0.098542937
34055,0.081070168,0.304190024
34056,0.192648249,0.966821938
34057,0.602179418,0.842688133
34058,0.056280017,0.222223721
34059,0.695093994,0.826256736
34060,0.25468805,0.747689854
34061,0.383988759,0.439937235
34062,0.023304005,0.637646412
34063,0.788596966,0.350731565
34064,0.242366624,0.782946765
34065,0.097725446,0.282357247
34066,0.072861522,0.51844305
34067,0.525343139,0.615376626
34068,0.008451933,0.019980536
34069,0.036966933,0.132102179
34070,0.065432959,0.141848666
34071,0.149775911,0.974747918
34072,0.258486836,0.289800884
34073,0.891090324,0.183676366
34074,0.076954182,0.958831384
34075,0.151881617,0.738758778
34076,0.097963598,0.1815681
34077,0.750568417,0.977675714
34078,0.028687398,0.124131096
34079,0.199300592,0.655519
34080,0.104073309,0.12683002
34081,0.290358894,0.668502514
34082,0.29765189,0.061446849
34083,0.094163637,0.573885994
34084,0.056773105,0.280793799
34085,0.118716198,0.924476799
34086,0.079295403,0.257491618
34087,0.43565779,0.684435395
34088,0.063600351,0.139034973
34089,0.185645057,0.502477694
34090,0.229015196,0.091647637
34091,0.071172109,0.659953135
34092,0.146888388,0.317279902
34093,0.095351265,0.437622256
34094,0.325273831,0.599458732
34095,0.066567047,0.154283946
34096,0.084681447,0.013899905
34097,0.162328147,0.844443675
34098,0.08899145,0.137020238
34099,0.075558402,0.140735655
34100,0.325401326,0.278014103
34101,0.039990531,0.220592301
34102,0.032041071,0.094001242
34103,0.023007693,0.081865438
34104,0.032499165,0.063051912
34105,0.012504708,0.743942641
34106,0.208489104,0.410798726
34107,0.359977879,0.815001009
34108,0.108111881,0.107670545
34109,0.072941182,0.244682804
34110,0.031378714,0.023659287
34111,0.025708762,0.049645885
34112,0.173936071,0.295950345
34113,0.418175518,0.535852647
34114,0.005653246,0.015091156
34115,0.259562379,0.613118461
34116,0.528627072,0.630814479
34117,0.21671486,0.320306034
34118,0.04554997,0.131238648
34119,0.038994547,0.032313146
34120,0.01833029,0.080905892
34121,0.074351597,0.385488454
34122,0.750044097,0.86897241
34123,0.101975714,0.23745361
34124,0.539538646,0.832504598
34125,0.036433574,0.072969511
34126,0.133769708,0.342958079
34127,0.05276581,0.654300223
34128,0.220112925,0.462176686
34129,0.03901784,0.40822804
34130,0.360254465,0.861086225
34131,0.112805411,0.971947351
34132,0.087877338,0.161075186
34133,0.039620983,0.638077697
34134,0.347986404,0.808957465
34135,0.412631928,0.812489459
34136,0.069088992,0.372375803
34137,0.370732126,0.548455475
34138,0.878228714,0.701572753
34139,0.053944971,0.473312536
34140,0.274782664,0.403779981
34141,0.436185115,0.800231156
34142,0.35982373,0.515063321
34143,0.042422081,0.590935877
34144,0.785347146,0.87518546
34145,0.449327144,0.56251173
34146,0.755780422,0.861886513
34147,0.085613205,0.104692475
